2019-01-31;3493.6;180.29
2019-01-30;3505.5;182.88
2019-01-29;3459.4;167.94
2019-01-28;3493;360.92
2019-01-27;3598.8;199.62
2019-01-26;3613.5;248.4
2019-01-25;3612;182.38
2019-01-24;3613;183.25
2019-01-23;3590;208.28
2019-01-22;3623.6;351.52
2019-01-21;3597.9;175.1
2019-01-20;3602;294.65
2019-01-19;3738.5;252.97
2019-01-18;3682.4;493.8
2019-01-17;3709.8;552.9
2019-01-16;3672.6;396.3
2019-01-15;3670.7;252.59
2019-01-14;3721.8;349.0
2019-01-13;3590.5;271.68
2019-01-12;3720;155.34
2019-01-11;3751.9;267.32
2019-01-10;3715;478.57
2019-01-09;4048.8;173.79
2019-01-08;4044.4;230.58
2019-01-07;4045.3;374.03
2019-01-06;4086.1;312.46
2019-01-05;3865.1;191.18
2019-01-04;3911.7;178.48
2019-01-03;3883.1;206.13
2019-01-02;3971.5;271.87
2019-01-01;3942.7;191.01
